city,zip
"Church Street, SG","49482, SG"
"Church Street, SG","49483, SG"
"Chulia Street, SG","49513, SG"
"Chulia Street, SG","49514, SG"
"Chulia Street, SG","49515, SG"
"China Street, SG","49560, SG"
"China Street, SG","49561, SG"
"China Street, SG","49562, SG"
"China Street, SG","49563, SG"
"China Street, SG","49564, SG"
"China Street, SG","49565, SG"
"China Street, SG","49566, SG"
"China Street, SG","49567, SG"
"China Street, SG","49568, SG"
"China Street, SG","49570, SG"
"Cecil Street, SG","49704, SG"
"Cecil Street, SG","49705, SG"
"Cecil Street, SG","49709, SG"
"Cecil Street, SG","49710, SG"
"Cecil Street, SG","49711, SG"
"Cecil Street, SG","49712, SG"
"Canton Street, SG","49745, SG"
"Canton Street, SG","49747, SG"
"Canton Street, SG","49748, SG"
"Boat Quay, SG","49816, SG"
"Boat Quay, SG","49817, SG"
"Boat Quay, SG","49818, SG"
"Boat Quay, SG","49819, SG"
"Boat Quay, SG","49820, SG"
"Boat Quay, SG","49821, SG"
"Boat Quay, SG","49822, SG"
"Boat Quay, SG","49823, SG"
"Boat Quay, SG","49824, SG"
"Boat Quay, SG","49825, SG"
"Boat Quay, SG","49826, SG"
"Boat Quay, SG","49828, SG"
"Boat Quay, SG","49829, SG"
"Boat Quay, SG","49830, SG"
"Boat Quay, SG","49831, SG"
"Boat Quay, SG","49832, SG"
"Boat Quay, SG","49833, SG"
"Boat Quay, SG","49834, SG"
"Boat Quay, SG","49835, SG"
"Boat Quay, SG","49836, SG"
"Boat Quay, SG","49837, SG"
"Boat Quay, SG","49838, SG"
"Boat Quay, SG","49839, SG"
"Boat Quay, SG","49840, SG"
"Boat Quay, SG","49841, SG"
"Boat Quay, SG","49842, SG"
"Boat Quay, SG","49843, SG"
"Boat Quay, SG","49844, SG"
"Boat Quay, SG","49845, SG"
"Boat Quay, SG","49846, SG"
"Boat Quay, SG","49847, SG"
"Boat Quay, SG","49848, SG"
"Boat Quay, SG","49849, SG"
"Boat Quay, SG","49850, SG"
"Boat Quay, SG","49851, SG"
"Boat Quay, SG","49852, SG"
"Boat Quay, SG","49853, SG"
"Boat Quay, SG","49854, SG"
"Boat Quay, SG","49855, SG"
"Boat Quay, SG","49856, SG"
"Boat Quay, SG","49857, SG"
"Boat Quay, SG","49858, SG"
"Boat Quay, SG","49859, SG"
"Boat Quay, SG","49860, SG"
"Boat Quay, SG","49861, SG"
"Boat Quay, SG","49862, SG"
"Boat Quay, SG","49863, SG"
"Boat Quay, SG","49864, SG"
"Boat Quay, SG","49865, SG"
"Boat Quay, SG","49866, SG"
"Boat Quay, SG","49867, SG"
"Boat Quay, SG","49868, SG"
"Boat Quay, SG","49869, SG"
"Boat Quay, SG","49870, SG"
"Boat Quay, SG","49871, SG"
"Boat Quay, SG","49872, SG"
"Boat Quay, SG","49873, SG"
"Battery Road, SG","49907, SG"
"Battery Road, SG","49908, SG"
"Battery Road, SG","49909, SG"
"Battery Road, SG","49910, SG"
"Amoy Street, SG","49944, SG"
"Amoy Street, SG","49945, SG"
"Amoy Street, SG","49946, SG"
"Amoy Street, SG","49947, SG"
"Amoy Street, SG","49948, SG"
"Amoy Street, SG","49949, SG"
"Amoy Street, SG","49950, SG"
"Amoy Street, SG","49951, SG"
"Amoy Street, SG","49952, SG"
"Amoy Street, SG","49953, SG"
"Amoy Street, SG","49954, SG"
"Amoy Street, SG","49955, SG"
"Amoy Street, SG","49959, SG"
"Amoy Street, SG","49960, SG"
"Amoy Street, SG","49961, SG"
"Amoy Street, SG","49962, SG"
"Amoy Street, SG","49963, SG"
"Amoy Street, SG","49964, SG"
"Amoy Street, SG","49965, SG"
"Sago Lane, SG","50004, SG"
"Banda Street, SG","50005, SG"
"New Market Road, SG","50032, SG"
"Park Crescent, SG","50033, SG"
"Upper Cross Street, SG","50034, SG"
"Smith Street, SG","50335, SG"
"Smith Street, SG","50336, SG"
"Upper Cross Street, SG","50531, SG"
"Upper Cross Street, SG","50532, SG"
"Upper Cross Street, SG","50533, SG"
"Upper Cross Street, SG","50535, SG"
"Upper Cross Street, SG","50536, SG"
"Upper Cross Street, SG","50538, SG"
"Smith Street, SG","51335, SG"
"Upper Cross Street, SG","51531, SG"
"Upper Cross Street, SG","51533, SG"
"Smith Street, SG","52335, SG"
"Merchant Road, SG","58267, SG"
"Merchant Road, SG","58268, SG"
"Merchant Road, SG","58281, SG"
"Merchant Road, SG","58282, SG"
"Merchant Road, SG","58283, SG"
"Upper Pickering Street, SG","58284, SG"
"Upper Pickering Street, SG","58285, SG"
"Upper Pickering Street, SG","58288, SG"
"Upper Pickering Street, SG","58289, SG"
"Upper Cross Street, SG","58326, SG"
"Upper Cross Street, SG","58327, SG"
"Upper Cross Street, SG","58328, SG"
"Upper Cross Street, SG","58329, SG"
"Upper Cross Street, SG","58330, SG"
"Upper Cross Street, SG","58331, SG"
"Upper Cross Street, SG","58332, SG"
"Upper Cross Street, SG","58333, SG"
"Upper Cross Street, SG","58334, SG"
"Upper Cross Street, SG","58335, SG"
"Upper Cross Street, SG","58336, SG"
"Upper Cross Street, SG","58337, SG"
"Upper Cross Street, SG","58338, SG"
"Upper Cross Street, SG","58339, SG"
"Upper Cross Street, SG","58340, SG"
"Upper Cross Street, SG","58341, SG"
"Upper Cross Street, SG","58345, SG"
"Upper Cross Street, SG","58348, SG"
"Upper Cross Street, SG","58353, SG"
"Upper Cross Street, SG","58357, SG"
"Upper Cross Street, SG","58358, SG"
"Upper Cross Street, SG","58359, SG"
"Upper Cross Street, SG","58360, SG"
"Upper Cross Street, SG","58362, SG"
"Upper Circular Road, SG","58400, SG"
"Upper Circular Road, SG","58409, SG"
"Upper Circular Road, SG","58410, SG"
"Upper Circular Road, SG","58411, SG"
"Upper Circular Road, SG","58412, SG"
"Upper Circular Road, SG","58413, SG"
"Upper Circular Road, SG","58414, SG"
"Upper Circular Road, SG","58415, SG"
"Upper Circular Road, SG","58416, SG"
"Trengganu Street, SG","58455, SG"
"Trengganu Street, SG","58456, SG"
"Trengganu Street, SG","58457, SG"
"Trengganu Street, SG","58459, SG"
"Trengganu Street, SG","58460, SG"
"Trengganu Street, SG","58461, SG"
"Trengganu Street, SG","58462, SG"
"Trengganu Street, SG","58463, SG"
"Trengganu Street, SG","58464, SG"
"Trengganu Street, SG","58465, SG"
"Trengganu Street, SG","58466, SG"
"Trengganu Street, SG","58467, SG"
"Trengganu Street, SG","58468, SG"
"Trengganu Street, SG","58469, SG"
"Trengganu Street, SG","58470, SG"
"Trengganu Street, SG","58471, SG"
"Trengganu Street, SG","58476, SG"
"Trengganu Street, SG","58479, SG"
"Temple Street, SG","58556, SG"
"Temple Street, SG","58557, SG"
"Temple Street, SG","58558, SG"
"Temple Street, SG","58559, SG"
"Temple Street, SG","58560, SG"
"Temple Street, SG","58561, SG"
"Temple Street, SG","58562, SG"
"Temple Street, SG","58563, SG"
"Temple Street, SG","58564, SG"
"Temple Street, SG","58565, SG"
"Temple Street, SG","58566, SG"
"Temple Street, SG","58567, SG"
"Temple Street, SG","58568, SG"
"Temple Street, SG","58569, SG"
"Temple Street, SG","58570, SG"
"Temple Street, SG","58571, SG"
"Temple Street, SG","58573, SG"
"Temple Street, SG","58575, SG"
"Temple Street, SG","58577, SG"
"Temple Street, SG","58581, SG"
