state,city,town,zip
"Adiyaman, TR","İzci,  TR","Çelikhan,  TR","2600,  TR"
"Adiyaman, TR","Pinarbaşi,  TR","Çelikhan,  TR","2610,  TR"
"Adiyaman, TR","Yoldüzü,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Kesecik,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Yelbasti,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Güzelyurt,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Çamlica,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Gümüşlü,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Bahri,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Kargali,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Pinarbaşi,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Bereketli,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Alişar,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Sarikaya,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Sayören,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Kizilin,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Eğerli,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Beşyol,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Geçitli,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Çomak,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Kizilkaya,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Akpinar,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Tokar,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Çilboğaz,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Boncuk,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Uzunkuyu,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Çamuşçu,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Oyali,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Yeniköy,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Üçgöz,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Taşliyazi,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Atmali,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Kurugöl,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Hasanli,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Oyratli,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Kizilhisar,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Toklu,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Burunçayir,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Konuklu,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Beşkoz,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Kutluca,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Kizilpinar,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Aşağiçöplü,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Akyazi,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Hacihalil,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Yazibeydili,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Çorak,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Güneykaş,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Topkapi,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Ören,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Yazikarakuyu,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Akkuyu,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Dikilitaş,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Karalar,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Besni,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Başli,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Aliçli,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Dörtyol,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Aktepe,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Harmanardi,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Karagüveç,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Çaykara,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Doğankaya,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Yukarisöğütlü,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Sugözü,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Aşağisöğütlü,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Kuzevler,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Sariyaprak,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Akdurak,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Tekağaç,  TR","Besni,  TR","2300,  TR"
"Adiyaman, TR","Çakirhüyük,  TR","Besni,  TR","2320,  TR"
"Adiyaman, TR","Suvarli,  TR","Besni,  TR","2330,  TR"
"Adiyaman, TR","Şambayat,  TR","Besni,  TR","2340,  TR"
"Adiyaman, TR","Kesmetepe,  TR","Besni,  TR","2346,  TR"
"Adiyaman, TR","Köseceli,  TR","Besni,  TR","2348,  TR"
"Adiyaman, TR","Yalankoz,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Akçatepe,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Kaşlica,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Köseli,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Çiftlikköy,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Öğütlü,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Tut,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Yeşilyurt,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Yaylimli,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Elçiler,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Havutlu,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Ünlüce,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Meryemuşaği,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Tepecik,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Boyundere,  TR","Tut,  TR","2350,  TR"
"Adiyaman, TR","Narli,  TR","Sincik,  TR","2900,  TR"
"Adiyaman, TR","Karaköse,  TR","Sincik,  TR","2900,  TR"
"Adiyaman, TR","Pinarbaşi,  TR","Sincik,  TR","2900,  TR"
"Adiyaman, TR","Serince,  TR","Sincik,  TR","2900,  TR"
"Adiyaman, TR","Geçitli,  TR","Sincik,  TR","2900,  TR"
"Adiyaman, TR","Şahkulu,  TR","Sincik,  TR","2900,  TR"
"Adiyaman, TR","Aksu,  TR","Sincik,  TR","2900,  TR"
