state,city,zip
"Nakhon Sawan, TH","Phaisali, TH","60220, TH"
"Nakhon Sawan, TH","Kao Lieo, TH","60230, TH"
"Uthai Thani, TH","Muang Uthai Thani, TH","61000, TH"
"Uthai Thani, TH","Nong Chang, TH","61110, TH"
"Uthai Thani, TH","Thap Than, TH","61120, TH"
"Uthai Thani, TH","Nong Khayang, TH","61130, TH"
"Uthai Thani, TH","Ban Rai, TH","61140, TH"
"Uthai Thani, TH","Sawang Arom, TH","61150, TH"
"Uthai Thani, TH","Lan Sak, TH","61160, TH"
"Uthai Thani, TH","Huai Khot, TH","61170, TH"
"Kamphaeng Phet, TH","Muang Kamphaeng Phet, TH","62000, TH"
"Kamphaeng Phet, TH","Phran Kratai, TH","62110, TH"
"Kamphaeng Phet, TH","Khlong Khlung, TH","62120, TH"
"Kamphaeng Phet, TH","Pangslila Thong, TH","62120, TH"
"Kamphaeng Phet, TH","Khanu Woralaksaburi, TH","62130, TH"
"Kamphaeng Phet, TH","Sai Ngam, TH","62150, TH"
"Kamphaeng Phet, TH","Khosamphi Nakhon, TH","62170, TH"
"Kamphaeng Phet, TH","Lan Krabue, TH","62170, TH"
"Kamphaeng Phet, TH","Khlong Lan, TH","62180, TH"
"Kamphaeng Phet, TH","Saithong Wattana, TH","62190, TH"
"Kamphaeng Phet, TH","Bung Samakki, TH","62210, TH"
"Tak, TH","Wang Chaw, TH","63000, TH"
"Tak, TH","Muang Tak, TH","63000, TH"
"Tak, TH","Mae Sot, TH","63110, TH"
"Tak, TH","Ban Tak, TH","63120, TH"
"Tak, TH","Sam Ngao, TH","63130, TH"
"Tak, TH","Mae Ramat, TH","63140, TH"
"Tak, TH","Tha Song Yang, TH","63150, TH"
"Tak, TH","Phob Phra, TH","63160, TH"
"Tak, TH","Umphang, TH","63170, TH"
"Sukhothai, TH","Muang Sukhothai, TH","64000, TH"
"Sukhothai, TH","Sawankhalok, TH","64110, TH"
"Sukhothai, TH","Si Samrong, TH","64120, TH"
"Sukhothai, TH","Si Satchanalai, TH","64130, TH"
"Sukhothai, TH","Ban Dan Lan Hoi, TH","64140, TH"
"Sukhothai, TH","Thung Saliam, TH","64150, TH"
"Sukhothai, TH","Khiri Mat, TH","64160, TH"
"Sukhothai, TH","Kong Krailat, TH","64170, TH"
"Sukhothai, TH","Si Nakhon, TH","64180, TH"
"Phitsanulok, TH","Muang Phitsanulok, TH","65000, TH"
"Phitsanulok, TH","Bang Krathum, TH","65110, TH"
"Phitsanulok, TH","Nakhon Thai, TH","65120, TH"
"Phitsanulok, TH","Wang Thong, TH","65130, TH"
"Phitsanulok, TH","Bang Rakam, TH","65140, TH"
"Phitsanulok, TH","Phrom Phiram, TH","65150, TH"
"Phitsanulok, TH","Wat Bot, TH","65160, TH"
"Phitsanulok, TH","Chat Trakan, TH","65170, TH"
"Phitsanulok, TH","Noen Maprang, TH","65190, TH"
"Phichit, TH","Muang Phichit, TH","66000, TH"
"Phichit, TH","Taphan Hin, TH","66110, TH"
"Phichit, TH","Bang Mun Nak, TH","66120, TH"
"Phichit, TH","Bung Norong, TH","66130, TH"
"Phichit, TH","Pho Thale, TH","66130, TH"
"Phichit, TH","Wachirabarami, TH","66140, TH"
"Phichit, TH","Sam Ngam, TH","66140, TH"
"Phichit, TH","Tab Khlo, TH","66150, TH"
"Phichit, TH","Sak Lek, TH","66160, TH"
"Phichit, TH","Wang Sai Phun, TH","66180, TH"
"Phichit, TH","Pho Prathap Chang, TH","66190, TH"
"Phichit, TH","Dong Charoen, TH","66210, TH"
"Ratchaburi, TH","Muang Ratchaburi, TH","70000, TH"
"Ratchaburi, TH","Ban Pong, TH","70110, TH"
"Ratchaburi, TH","Photharam, TH","70120, TH"
"Ratchaburi, TH","Damnoen Saduak, TH","70130, TH"
"Ratchaburi, TH","Pak Tho, TH","70140, TH"
"Ratchaburi, TH","Chom Bung, TH","70150, TH"
"Ratchaburi, TH","Bang Phae, TH","70160, TH"
"Ratchaburi, TH","Wat Phleng, TH","70170, TH"
"Ratchaburi, TH","Suan Phung, TH","70180, TH"
"Ratchaburi, TH","Ban Ka, TH","70180, TH"
"Kanchanaburi, TH","Muang Kanchanaburi, TH","71000, TH"
"Kanchanaburi, TH","Tha Muang, TH","71110, TH"
"Kanchanaburi, TH","Tha Maka, TH","71120, TH"
"Kanchanaburi, TH","Phanom Thuan, TH","71140, TH"
"Kanchanaburi, TH","Sai Yok, TH","71150, TH"
"Kanchanaburi, TH","Bo Phloi, TH","71160, TH"
"Kanchanaburi, TH","Huai Khaiaw, TH","71170, TH"
"Kanchanaburi, TH","Thong Phaphum, TH","71180, TH"
"Kanchanaburi, TH","Lao Khwan, TH","71210, TH"
"Kanchanaburi, TH","Nong Prue, TH","71220, TH"
"Kanchanaburi, TH","Sangkhla Buri, TH","71240, TH"
"Kanchanaburi, TH","Si Sawat, TH","71250, TH"
"Kanchanaburi, TH","Dan Makham Tia, TH","71260, TH"
"Suphanburi, TH","Muang Suphan Buri, TH","72000, TH"
"Suphanburi, TH","Song Phi Nong, TH","72110, TH"
"Suphanburi, TH","Doembang Nangbuat, TH","72120, TH"
"Suphanburi, TH","Sam Chuk, TH","72130, TH"
"Suphanburi, TH","Si Prachan, TH","72140, TH"
"Suphanburi, TH","Bang Pla Ma, TH","72150, TH"
"Suphanburi, TH","U-Thong, TH","72160, TH"
"Suphanburi, TH","Don Chedi, TH","72170, TH"
"Suphanburi, TH","Dan Chang, TH","72180, TH"
"Suphanburi, TH","Nong Yasai, TH","72240, TH"
"Nakhon Pathom, TH","Muang Nakhon Pathom, TH","73000, TH"
"Nakhon Pathom, TH","Sam Phran, TH","73110, TH"
"Nakhon Pathom, TH","Nakhon Chaisi, TH","73120, TH"
"Nakhon Pathom, TH","Bang Len, TH","73130, TH"
"Nakhon Pathom, TH","Khamphaeng Saen, TH","73140, TH"
"Nakhon Pathom, TH","Don Tum, TH","73150, TH"
"Nakhon Pathom, TH","Phutha Monthon, TH","73170, TH"
"Samut Sakhon, TH","Muang Samut Sakhon, TH","74000, TH"
"Samut Sakhon, TH","Krathum Baen, TH","74110, TH"
"Samut Sakhon, TH","Ban Phaeo, TH","74120, TH"
"Samut Songkhram, TH","Muang Samut Songkhram, TH","75000, TH"
"Samut Songkhram, TH","Amphawa, TH","75110, TH"
"Samut Songkhram, TH","Bang Khonthi, TH","75120, TH"
"Phetchaburi, TH","Muang Phetchabun, TH","67000, TH"
"Phetchaburi, TH","Lom Sak, TH","67110, TH"
"Phetchaburi, TH","Lom Kao, TH","67120, TH"
"Phetchaburi, TH","Wichian Buri, TH","67130, TH"
"Phetchaburi, TH","Nong Phai, TH","67140, TH"
"Phetchaburi, TH","Chon Daen, TH","67150, TH"
"Phetchaburi, TH","Bung Sam Phan, TH","67160, TH"
"Phetchaburi, TH","Si Thep, TH","67170, TH"
"Phetchaburi, TH","Wang Pong, TH","67240, TH"
"Phetchaburi, TH","Nam Nao, TH","67260, TH"
"Phetchaburi, TH","Khao Kho, TH","67270, TH"
"Phetchaburi, TH","Muang Phetchaburi, TH","76000, TH"
"Phetchaburi, TH","Ban Laem, TH","76110, TH"
"Phetchaburi, TH","Cha-Am, TH","76120, TH"
"Phetchaburi, TH","Tha Yang, TH","76130, TH"
"Phetchaburi, TH","Khao Yoi, TH","76140, TH"
"Phetchaburi, TH","Ban Lat, TH","76150, TH"
"Phetchaburi, TH","Nong Ya Plong, TH","76160, TH"
"Phetchaburi, TH","Kang Krachan, TH","76170, TH"
"Prachuap Khiri Khan, TH","Muang prachuap Khirikan, TH","77000, TH"
"Prachuap Khiri Khan, TH","Hua Hin, TH","77110, TH"
"Prachuap Khiri Khan, TH","Pran Buri, TH","77120, TH"
"Prachuap Khiri Khan, TH","Thap Sakae, TH","77130, TH"
"Prachuap Khiri Khan, TH","Bang Saphan, TH","77140, TH"
"Prachuap Khiri Khan, TH","Kui Buri, TH","77150, TH"
"Prachuap Khiri Khan, TH","Bang Saphan Noi, TH","77170, TH"
"Prachuap Khiri Khan, TH","Samaroiyod, TH","77180, TH"
"Nakhon Si Thammarat, TH","Phra Phrom, TH","80000, TH"
"Nakhon Si Thammarat, TH","Muang Nakhon Si Thammarat, TH","80000, TH"
"Nakhon Si Thammarat, TH","Thung Song, TH","80110, TH"
"Nakhon Si Thammarat, TH","Sichon, TH","80120, TH"
"Nakhon Si Thammarat, TH","Chula Phon, TH","80130, TH"
"Nakhon Si Thammarat, TH","Ron Phibun, TH","80130, TH"
"Nakhon Si Thammarat, TH","Pak Phanang, TH","80140, TH"
"Nakhon Si Thammarat, TH","Chawang, TH","80150, TH"
"Nakhon Si Thammarat, TH","Tha Sala, TH","80160, TH"
"Nakhon Si Thammarat, TH","Nob Pitam, TH","80160, TH"
"Nakhon Si Thammarat, TH","Hua Sai, TH","80170, TH"
"Nakhon Si Thammarat, TH","Cha-uat, TH","80180, TH"
"Nakhon Si Thammarat, TH","Chaloem Phrakiat, TH","80190, TH"
"Nakhon Si Thammarat, TH","Chian Yai, TH","80190, TH"
"Nakhon Si Thammarat, TH","Khanom, TH","80210, TH"
"Nakhon Si Thammarat, TH","Na Bon, TH","80220, TH"
"Nakhon Si Thammarat, TH","Lan Saka, TH","80230, TH"
"Nakhon Si Thammarat, TH","Thung Yai, TH","80240, TH"
"Nakhon Si Thammarat, TH","Chang Khlang, TH","80250, TH"
"Nakhon Si Thammarat, TH","Tham Punnara, TH","80260, TH"
"Nakhon Si Thammarat, TH","Phipun, TH","80270, TH"
"Nakhon Si Thammarat, TH","Phromkhiri, TH","80320, TH"
"Nakhon Si Thammarat, TH","Bang Khan, TH","80360, TH"
"Nakhon Si Thammarat, TH","Lamai Beach, TH","84310, TH"
"Krabi, TH","Muang Krabi, TH","81000, TH"
"Krabi, TH","Ao Luk, TH","81110, TH"
"Krabi, TH","Lam Thap, TH","81120, TH"
"Krabi, TH","Khlong Thom, TH","81120, TH"
"Krabi, TH","Nua Khlong, TH","81130, TH"
"Krabi, TH","Khao Phanom, TH","81140, TH"
"Krabi, TH","Ko Lanta, TH","81150, TH"
"Krabi, TH","Plai Phraya, TH","81160, TH"
"Phang Nga, TH","Muang Phang Nga, TH","82000, TH"
"Phang Nga, TH","Takua Pa, TH","82110, TH"
"Phang Nga, TH","Thai Muang, TH","82120, TH"
"Phang Nga, TH","Takua Thung, TH","82130, TH"
"Phang Nga, TH","Khura Buri, TH","82150, TH"
"Phang Nga, TH","Koh Yao, TH","82160, TH"
"Phang Nga, TH","Kapong, TH","82170, TH"
"Phang Nga, TH","Thap Put, TH","82180, TH"
"Phuket, TH","Muang Phuket, TH","83000, TH"
"Phuket, TH","Thalang, TH","83110, TH"
"Phuket, TH","Kathu, TH","83120, TH"
"Surat Thani, TH","Muang Surat Thani, TH","84000, TH"
"Surat Thani, TH","Chaiya, TH","84110, TH"
"Surat Thani, TH","Ban Na San, TH","84120, TH"
"Surat Thani, TH","Phunphin, TH","84130, TH"
"Surat Thani, TH","Ko Samui, TH","84140, TH"
"Surat Thani, TH","Tha Chang, TH","84150, TH"
"Surat Thani, TH","Kanchanadit, TH","84160, TH"
"Surat Thani, TH","Tha Chana, TH","84170, TH"
"Surat Thani, TH","Wiphawadi, TH","84180, TH"
"Surat Thani, TH","Khiri Ratthanikhom, TH","84180, TH"
"Surat Thani, TH","Wiang Sa, TH","84190, TH"
"Surat Thani, TH","Chai Buri, TH","84210, TH"
"Surat Thani, TH","Phrasaeng, TH","84210, TH"
"Surat Thani, TH","Don Sak, TH","84220, TH"
"Surat Thani, TH","Ban Ta Khun, TH","84230, TH"
"Surat Thani, TH","Ban Na Doem, TH","84240, TH"
"Surat Thani, TH","Phanom, TH","84250, TH"
"Surat Thani, TH","Khian Sa, TH","84260, TH"
"Surat Thani, TH","Ko Phangan, TH","84280, TH"
"Ranong, TH","Muang Ranong, TH","85000, TH"
"Ranong, TH","Kra Buri, TH","85110, TH"
"Ranong, TH","Suk Samran, TH","85120, TH"
"Ranong, TH","Kapoe, TH","85120, TH"
"Ranong, TH","La-Un, TH","85130, TH"
"Chumphon, TH","Muang Chumphon, TH","86000, TH"
"Chumphon, TH","Lang Suan, TH","86110, TH"
"Chumphon, TH","Sawi, TH","86130, TH"
"Chumphon, TH","Tha Sae, TH","86140, TH"
"Chumphon, TH","Pathiu, TH","86160, TH"
"Chumphon, TH","Lamae, TH","86170, TH"
"Chumphon, TH","Phato, TH","86180, TH"
"Chumphon, TH","Thung Tako, TH","86220, TH"
"Songkhla, TH","Muang Songkhla, TH","90000, TH"
"Songkhla, TH","Bang Klam, TH","90110, TH"
"Songkhla, TH","Hat Yai, TH","90110, TH"
"Songkhla, TH","Sa Dao, TH","90120, TH"
"Songkhla, TH","Chana, TH","90130, TH"
"Songkhla, TH","Ranot, TH","90140, TH"
"Songkhla, TH","Thepha, TH","90150, TH"
"Songkhla, TH","Na Thawi, TH","90160, TH"
"Songkhla, TH","Rattapum, TH","90180, TH"
"Songkhla, TH","Sating Phra, TH","90190, TH"
"Songkhla, TH","Sabayoi, TH","90210, TH"
"Songkhla, TH","Kuan Niang, TH","90220, TH"
"Songkhla, TH","Khlong Hoykhong, TH","90230, TH"
"Songkhla, TH","Krasae Sin, TH","90270, TH"
"Songkhla, TH","Na Mom, TH","90310, TH"
"Songkhla, TH","Singha Nakorn, TH","90330, TH"
"Satun, TH","Muang Satun, TH","91000, TH"
"Satun, TH","Langu, TH","91110, TH"
"Satun, TH","Thung Wa, TH","91120, TH"
"Satun, TH","Manung, TH","91130, TH"
"Satun, TH","Khuan Ka Long, TH","91130, TH"
"Satun, TH","Tha Phae, TH","91150, TH"
"Satun, TH","Khuan Doan, TH","91160, TH"
"Trang, TH","Muang Trang, TH","92000, TH"
"Trang, TH","Kantang, TH","92110, TH"
"Trang, TH","Palian, TH","92120, TH"
"Trang, TH","Had Samran, TH","92120, TH"
"Trang, TH","Huai Yot, TH","92130, TH"
"Trang, TH","Yan Tak Kao, TH","92140, TH"
"Trang, TH","Sikao, TH","92150, TH"
"Trang, TH","Rachada, TH","92160, TH"
"Trang, TH","Na Yong, TH","92170, TH"
"Trang, TH","Wang Wiset, TH","92220, TH"
"Phatthalung, TH","Sri Nakharin, TH","93000, TH"
"Phatthalung, TH","Muang Phatthalung, TH","93000, TH"
"Phatthalung, TH","Khuan Khanun, TH","93110, TH"
"Phatthalung, TH","Pa Payam, TH","93110, TH"
"Phatthalung, TH","Pak Phayun, TH","93120, TH"
"Phatthalung, TH","Khao Chaison, TH","93130, TH"
"Phatthalung, TH","Bang Kaeo, TH","93140, TH"
"Phatthalung, TH","Tamot, TH","93160, TH"
"Phatthalung, TH","Pa Bon, TH","93170, TH"
"Phatthalung, TH","Kong Ra, TH","93180, TH"
"Phatthalung, TH","Si Ban Phot, TH","93190, TH"
"Pattani, TH","Muang Pattani, TH","94000, TH"
"Pattani, TH","Sai Buri, TH","94110, TH"
"Pattani, TH","Khok Pho, TH","94120, TH"
"Pattani, TH","Panare, TH","94130, TH"
"Pattani, TH","Thung Yan Daeng, TH","94140, TH"
"Pattani, TH","Mayo, TH","94140, TH"
"Pattani, TH","Yaring, TH","94150, TH"
"Pattani, TH","Yarang, TH","94160, TH"
"Pattani, TH","Nong Chik, TH","94170, TH"
"Pattani, TH","Mae Lan, TH","94180, TH"
"Pattani, TH","Mai Kaen, TH","94220, TH"
"Pattani, TH","Kpho, TH","94230, TH"
"Yala, TH","Muang Yala, TH","95000, TH"
"Yala, TH","Kung Pinung, TH","95000, TH"
"Yala, TH","Betong, TH","95110, TH"
"Yala, TH","Ka Bung, TH","95120, TH"
"Yala, TH","Yaha, TH","95120, TH"
"Yala, TH","Bannang Sata, TH","95130, TH"
"Yala, TH","Raman, TH","95140, TH"
"Yala, TH","Than To, TH","95150, TH"
"Narathiwat, TH","Muang Narathiwat, TH","96000, TH"
"Narathiwat, TH","Tak Bai, TH","96110, TH"
"Narathiwat, TH","Sungai Kolok, TH","96120, TH"
"Narathiwat, TH","Jao I Rong, TH","96130, TH"
"Narathiwat, TH","Rangae, TH","96130, TH"
"Narathiwat, TH","Sungai Padi, TH","96140, TH"
"Narathiwat, TH","Ruso, TH","96150, TH"
"Narathiwat, TH","Waeng, TH","96160, TH"
"Narathiwat, TH","Bacho, TH","96170, TH"
"Narathiwat, TH","Yi-Ngo, TH","96180, TH"
"Narathiwat, TH","Sukhirin, TH","96190, TH"
"Narathiwat, TH","Si Sakhon, TH","96210, TH"
"Narathiwat, TH","Chanae, TH","96220, TH"
